ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HS00P003	HS00P004	HS00P010	HS00P011	HS00P012	HS00P014	HS00P019	HS00P025	HS00P029	HS00P034	HS00P036	HS00P040	HS00P041	HS00P042	HS00P044	HS00P045	HS00P046	HS00P047	HS00P048	HS00P050	HS00P051	HS00P055	HS00P056	HS00P057	HS00P058	HS00P059	HS00P061	HS00P063	HS00P064	HS00P068	HS00P071	HS00P072	HS00P073	HS00P074	HS00P075	HS00P077	HS00P082	HS00P93	HS00P96	HS00P109	HS00P110	HS00P118	HS00P137	HS00P142	HS00P167	HS00P176	HS00P179	HS00P192	HS00P198	HS00P201	HS03P003	HS03P004	HS03P005	HS03P010	HS03P011	HS03P012	HS03P014	HS03P019	HS03P024	HS03P025	HS03P026	HS03P029	HS03P031	HS03P034	HS03P035	HS03P040	HS03P041	HS03P042	HS03P044	HS03P045	HS03P046	HS03P047	HS03P048	HS03P050	HS03P051	HS03P055	HS03P056	HS03P057	HS03P058	HS03P059	HS03P061	HS03P063	HS03P064	HS03P066	HS03P067	HS03P068	HS03P071	HS03P072	HS03P073	HS03P074	HS03P075	HS03P077
ASV_79	-0.555	11.27	0.19132972952767	0.313929362040545	NotSig	0.164	0.246	0.113	0.177	0.147	0.186	0.724	0.232	0.143	0.031	0.35	0.097	0.772	0.157	0.246	0.203	0.304	1.994	0.007	1.021	0.009	0.066	0.009	0.008	0.041	0.003	0.084	0.024	0.112	0.019	0.003	0.463	0.014	0.055	0.085	0.078	0.005	0.057	0.024	0	0.011	0	0.004	0.004	0.009	0.015	0	0.033	0.053	0.016	0.001	0.003	0.04	0.115	0.321	0.451	0.445	0.76	0.233	0.114	0.025	0.158	0.378	0.109	0.661	0.17	0.313	0.325	0.299	0.114	0.339	0.799	0.371	0.376	0.922	0.006	0.024	0.013	0.036	0.014	0.653	0.044	0.03	0.064	0.079	0.016	0.095	1.085	0.112	0.004	0.041	0.102	0.036	0.024
ASV_6	-0.648	13.892	0.206571330343882	0.333184275737455	NotSig	1.034	1.596	1.017	2.086	15.589	0.669	0.187	1.012	0.9	2.94	2.002	2.176	2.056	2.394	1.965	3.443	1.033	0.616	0.003	0.868	0.005	0.05	0.012	0.015	0.072	0.064	0.031	0.069	0.077	0.073	0.069	3.797	0.011	1.525	1.885	0.828	0.03	0.207	0.072	0.001	0.026	0.001	0.011	0.003	0.058	0	0	0.005	0.004	0.002	1.761	0.001	1.137	7.563	1.793	12.769	0.418	0.424	6.348	0.465	3.167	1.811	0.168	0.841	0.652	1.881	8.302	1.911	1.82	4.542	0.67	4.921	0.006	0.335	1.112	0.01	0.211	0.021	0.014	0.045	0.05	0.231	0.294	0.085	0.387	0.009	0.196	0.228	0.039	0.008	0.193	0.044	0.017	1.904
ASV_220	-0.518	10.003	0.207007981967058	0.333184275737455	NotSig	0.067	0.098	0.175	0.095	0.083	0.066	0.223	0.226	0.247	0.016	0.161	0.065	0.105	0.126	0.366	0.199	0.141	0.355	0.002	0.057	0.011	0.048	0.003	0.014	0.041	0.001	0.155	0.012	0.023	0.012	0.007	0.132	0.005	0.027	0.04	0.008	0.005	0.02	0.014	0	0.012	0.004	0.024	0	0.003	0.005	0.001	0.004	0.014	0.001	0.003	0	0.14	0.071	0.103	0.067	0.229	0.196	0.621	0.055	0.029	0.01	0.241	0.063	0.186	0.054	0.147	0.098	0.287	0.138	0.076	0.244	0.004	0.01	0.138	0.001	0.39	0.015	0.005	0.006	0.046	0.008	0.077	0.016	0.025	0.007	0.032	0.124	0.122	0.001	0.008	0.008	0.02	0.003
ASV_28	-1.97	14.14	0.217042676325992	0.346039738670686	NotSig	0.712	1.398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.046	0	0	0.001	0	0.384	0	0	0	0	0	0.874	32.128	1.685	0.425	0.01	0.001	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0.275	0	0.002	0.001	0.531	0.989	55.504	0.953	0.459	0.006	0.003
ASV_311	-0.518	9.726	0.255280312536337	0.403199745968608	NotSig	0.057	0.086	0.143	0.048	0.065	0.018	0.078	0.051	0.058	0.081	0.143	0.065	0.02	0.332	0.288	0.34	0.398	0.068	0.005	0.165	0.002	0.012	0.003	0.005	0.044	0.001	0.185	0.005	0.032	0.007	0.043	0.011	0.007	0.019	0.037	0.019	0.001	0.027	0.011	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0.186	0.212	0.088	0.033	0.268	0.015	0.099	0.059	0.052	0.075	0.108	0.079	0.089	0.07	0.583	0.025	0.127	0.403	0.004	0.095	0.149	0.005	0.233	0.011	0.094	0.011	0.005	0.009	0.039	0.161	0.02	0.014	0.004	0.011	0.008	0.075	0.025	0.001	0.006	0.049	0.022	0.001
ASV_157	0.811	10.637	0.258050729094231	0.403801603860418	NotSig	0.141	0.054	0.018	0.012	0.001	0.001	0.016	0.125	0.008	0.026	0.025	0.004	0.009	0.007	0.005	0.084	0.227	0.201	0.035	0.004	0.018	0.011	0	0.003	0.002	0	0.003	0.118	0.027	0	0	0.007	0	0	0.005	0	0.001	0	0	0.277	0.26	4.141	0	0.003	0.005	0.025	0.057	0.012	0.007	1.14	0.098	0	0.042	0.003	0.002	0	0	0.014	0.004	0.028	0.184	0.01	0.013	0.003	0.011	0.003	0.002	0	0.007	0.017	0.206	0.229	0.001	0.002	0.004	0.914	0.005	0	0	0.002	0.002	0.003	0	0.515	0	0	0.036	0.005	0	0	0	0	0.001	0
ASV_97	-0.429	11.751	0.261655152148827	0.405685511129832	NotSig	0.213	0.308	0.07	0.046	0.087	0.083	0.055	0.092	0.103	0.144	0.325	0.855	0.074	0.078	0.099	0.333	0.081	0.049	0.021	0.053	0.124	0.037	0.384	0.178	0.159	0.036	0.062	0.225	0.374	0.244	0.509	0.013	0.239	0.118	0.181	0.024	0.247	1.041	0.954	0.006	0.201	0.052	0.125	0.001	0.021	0.004	0	0.221	0.186	0.034	2	0	0.047	0.355	0.218	0.505	0.059	0.068	0.092	0.099	0.291	0.12	0.326	0.869	0.228	0.204	0.194	0.229	0.192	0.591	0.221	0.058	1.056	0.08	0.14	0.149	0.12	1.786	0.159	1.027	0.064	1.808	0.008	0.048	0.282	0.049	0.005	0.062	0.145	0.187	0.307	0.162	0.09	0.219
ASV_119	0.711	12.909	0.265450262792416	0.407828131017439	NotSig	0.61	0.193	0.005	0.001	0.077	0.032	0.06	0.047	0.066	0.063	0.023	0.012	0.031	0.024	0.018	0.018	0.004	0.004	0.047	0.035	0.002	0.014	0.003	0.042	0.116	0.01	0.063	0.319	0.017	0.017	0.022	0.236	1.051	0.012	0.457	0.101	0.059	0.075	0.04	0	4.18	0.134	1.078	5.008	14.814	0.793	0.003	0.029	0.457	0.009	0.253	0.521	0.005	0.002	0	0.001	0	0.087	0.011	0	0.004	0.095	0.028	0.035	0.028	0.008	0	0.002	0.01	0.036	0.008	0.01	0.027	0.078	0.044	0.103	0.04	0.002	0.003	0	0.005	0.041	0.139	0.051	5.435	0.449	0.018	0.402	0.25	0.006	0.029	0.029	0.044	0.545
ASV_83	-0.638	11.381	0.267994218274857	0.408027233229287	NotSig	0.181	0.327	2.426	0.393	0.046	0.57	0.005	0.48	0.211	0.5	0.012	0.489	0.256	0.531	0.332	0.589	0.49	1.347	0	0	0.006	0.047	0.006	0.015	0.019	0.004	0.022	0	0.007	0.007	0.012	0.013	0.018	0.019	0.056	0.006	0.017	0.005	0.025	0	0.027	0	0.001	0	0	0	0	0.009	0.004	0.011	0	0	0.499	0.03	0.229	0.11	0.598	0.014	0.269	0.904	0.103	0.138	0.008	0.022	0.915	3.273	0.556	0.665	2.07	0.517	2.397	0.087	0.001	0.002	0.035	0.034	0	0.002	0.006	0.023	0.077	0	0.004	0.012	0.003	0.038	0.015	0.009	0.004	0.007	0.008	0.002	0.026	0.006
ASV_159	0.53	11.44	0.273890687944675	0.413281484487947	NotSig	0.176	0.141	0.113	0.03	0.074	0.083	0.033	0.008	0.214	0.006	0.03	0.055	0.011	0.009	0.016	0.055	0.026	0.047	0.009	0.242	0.006	0.014	0.021	0.022	0.6	0.024	0.293	0.022	0.038	0.11	0.271	0.008	0.107	0.116	0.417	0.021	0.014	0.036	0.078	0.02	0.251	0.378	0.076	0	0.049	0.482	0.004	0.047	3.326	0	0.001	0.872	0.023	0.012	0.068	0.04	0.256	0.034	0.074	0.243	0.002	0.02	0.2	0.038	0.013	0.015	0.045	0.014	0.022	0.052	0.004	0.043	0.006	0.056	0.518	0.024	0.349	0.01	0.03	0.017	0.125	0.013	0.306	0.027	0.004	0.485	0.552	0.882	0.799	0.042	0.011	0.295	0.15	0.014
ASV_26	0.4	12.897	0.278503449907214	0.41333318905478	NotSig	0.586	0.508	0.138	0.197	0.142	0.3	0.494	0.354	0.149	0.165	0.407	0.614	0.132	0.214	0.184	0.217	0.073	0.092	0.44	0.209	0.072	0.205	1.447	0.133	0.109	1.469	0.052	0.02	0.538	0.146	0.146	0.008	0.477	0.142	0.402	0.312	0.809	0.505	0.259	7.435	1.087	0.823	0.032	1.317	0.071	0.004	2.41	0.971	0.577	0.909	1.155	0.736	0.109	0.256	0.402	0.635	0.261	0.175	0.883	0.283	0.132	0.172	0.822	1.138	0.262	0.314	0.165	0.256	0.214	0.264	0.053	0.085	1.646	0.251	0.16	0.09	0.111	0.183	2.775	1.305	0.649	0.061	0.103	0.774	0.041	2.097	0.177	0.101	0.132	0.317	1.447	1.245	0.267	0.51
ASV_14	0.512	14.82	0.278816470723343	0.41333318905478	NotSig	1.991	1.339	0.246	0.119	0.049	0.046	0.301	0.828	0.157	0.513	0.081	0.368	0.04	0.116	0.081	0.155	0.139	0.127	0.596	0.376	0.216	0.433	11.92	11.599	0.69	0.083	0.06	2.634	0.23	3.123	0.25	0.149	5.027	1.264	1.659	6.606	1.32	1.982	3.093	1.623	1.212	9.084	3.802	0.016	2.027	0.474	11.252	0.441	1.228	11.215	0.126	0.375	0.668	0.086	0.268	0.291	0.18	0.293	0.578	0.303	0.145	0.03	0.293	0.101	0.078	0.108	0.056	0.111	0.125	0.288	0.293	0.105	1.811	0.688	0.182	10.092	1.587	1.41	1.244	0.371	0.061	2.263	0.03	1.392	1.632	0.21	3.947	0.691	5.308	0.396	9.885	0.648	0.626	7.346
ASV_138	-0.58	11.669	0.282911996260351	0.414657626623125	NotSig	0.213	0.346	0.02	0.026	0.125	0.012	0	0.735	0.135	0.551	0.283	0.816	0.15	1.006	0.235	0.667	0.056	0.154	0.021	0.042	1.14	0.156	0.022	0.163	0.115	0.136	0.121	0.002	1.095	0.026	0.012	0	0.003	0.174	0.008	0.006	0.009	0.013	0.012	0	0	0	0	0	0.005	0.049	1.129	0.003	0.001	0	1.242	0	0.22	0.008	0.015	0.049	0.196	0	1.208	0.031	3.793	0.411	0.268	0.354	0.668	1.041	0.078	2.426	1.229	0.95	0.125	0.004	0.013	0.127	0.36	0.004	0.059	0.08	0.153	0.095	0.036	0.008	0.016	0.135	0.003	0.001	0.001	0.041	0.076	0.232	0.018	0	0.005	0.009
ASV_177	-0.601	9.85	0.284617069161435	0.414657626623125	NotSig	0.051	0.074	0.014	0.272	0.074	0.021	0.002	0.009	0.039	0.012	0.002	0.014	0.009	0.017	0.007	0.025	0.006	0.021	0.012	0.035	0.005	0.57	0.653	0.044	0.021	0.043	0.002	0.061	0.04	0.002	0.007	0	0.003	0.005	0.038	0	0.013	0.423	0.015	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.043	0.339	0.169	0.064	0.018	0.01	0.004	0.012	0.017	0.018	0.003	0	0.063	0.015	0.029	0.027	0.04	0.019	0.136	0.008	0.012	0.044	0.007	0.004	0.02	0.026	0.106	0.05	1.124	0.036	0.002	0.009	0.003	0.106	0.227	0.021	0	0	0.005	0.002	0.002	0.262
ASV_63	-0.513	11.631	0.291510940062813	0.421071357868508	NotSig	0.237	0.301	0.014	0.345	0.183	0.084	1.79	0.129	0.124	0.346	0.09	0.154	0.283	1.134	0.525	0.626	0.167	0.191	0.005	0.156	0.003	0.095	0.001	0.029	0.026	0.019	0.008	0.012	4.472	0.049	0.045	0.162	0.176	0.036	0.045	0.033	0.032	0.165	0.036	0	0.001	0.011	0.013	0	0	0	0	0.004	0.033	0.001	0.001	0	0.026	0.136	0.251	1.551	0.137	1.056	0.169	0.263	0.113	0.168	0.439	0.133	0.113	0.268	0.152	3.145	0.581	1.074	0.297	0.737	0.016	0.01	0.037	0.008	0.024	0.1	0.028	0.034	0.068	0.091	0.06	0.04	0.098	1.02	0.007	0.049	0.013	0.041	0.028	0.022	0.009	0.022
ASV_72	-0.572	12.617	0.295017942734152	0.421359666574165	NotSig	0.326	0.602	0	0	0.132	0.097	0.033	0.058	0.064	0.018	0.048	0.101	4.414	0.019	0.014	0.023	0.047	0.045	0.045	4.896	0.051	0.642	0.094	0.02	0.07	0.051	0.055	0.002	0.083	0.024	0.135	0.024	0.121	0.048	0.061	1.017	0.013	0.001	0.017	0	0.003	0.247	0.358	2.251	0.095	0.132	0	0.004	0.414	0.009	0.128	0.054	0	0.082	0.07	0.456	0.265	0.299	0.115	0.912	0.407	0.059	0.088	0.076	0.143	0.028	0.484	0.209	0.012	0.007	0.696	0.039	0.469	15.766	0.167	0.006	1	0.078	0.145	0.327	0	0.003	0.016	0.036	0.127	0.604	0.352	0.41	0.055	0.048	0.447	0.787	0.012	0.001
ASV_88	-0.582	12.657	0.296697043327371	0.421359666574165	NotSig	0.315	0.256	0.018	0.039	0.003	0.001	0.015	0.045	0.005	0.285	0.025	0.065	0	0.009	0.007	0.009	0.009	0.014	0.117	0.053	0.054	0.046	0.207	0.404	1.956	0.104	0.116	2.057	0.093	0.028	0.128	0.007	0.063	0.005	0.439	0.986	0.009	0.114	0.012	0.128	1.876	0.391	0.432	0.596	2.243	0.319	0.087	0.576	0.537	0.357	0.629	0.037	0.054	0.002	0.017	0.003	0.02	0.007	0.009	0.038	0.034	0.016	0.05	0.025	0.232	0.01	0.009	0.005	0.042	0.026	0.002	0.016	0.089	0.173	0.32	0.434	0.275	0.016	0.005	0.036	0.025	0.048	0.036	0.099	7.908	0.007	0.042	0.112	0.038	0.001	0.028	0.01	0.031	0.421
ASV_24	1.178	13.389	0.32199837290396	0.453481041839744	NotSig	0.801	0.436	0	0	0.032	0	0	0	0	0.002	0.03	0	0.004	0	0	0	0.006	0.002	0	0	0	0.001	0.04	0.223	0.08	0	0.066	0.002	0.01	0.005	0	0	0.204	9.15	0.596	29.417	0.001	0	0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0.014	0	0.002	0.008	0.003	0	0	0.011	0	0	0.002	0	0	0	0	0.004	0	12.141	0	0	0.005	0.005	0	0	0.016	0.003	0.001	0.012	0.067	0.362	0.639	0.243	4.791	0	0
ASV_35	0.523	12.823	0.332556891362507	0.464480286283171	NotSig	0.46	0.461	0.076	0.026	0.035	0.035	0.024	0.529	0.04	0.252	0.106	0.101	0.016	0.038	0.021	0.037	0.077	0.008	0.082	0.158	2.709	0.122	2.627	5.768	0.959	0.638	0.105	0.086	0.012	0.014	0.003	0.018	0.335	0.072	0.03	0.036	0.199	0.133	2.012	0.001	0.818	0.001	0.208	0.046	0	0.123	1.221	1.469	0.628	0.946	0.001	0	0.169	0.023	0.134	0.173	0.13	0.017	0.104	0.67	0.019	0.032	0.035	0.057	0.048	0.052	0.02	0.011	0.077	0.091	0	0.01	0.195	0.269	4.908	0.508	0.078	5.079	1.977	3.225	0.294	0.023	0.008	0.575	0.001	0.019	0.004	0.046	0.062	0.034	0.011	0.035	0.064	0.067
ASV_81	0.395	11.873	0.336643364180256	0.466333840544781	NotSig	0.253	0.221	0.018	0.011	0.017	0.018	0.057	0.07	0.014	0.067	0.051	0.279	0.004	0.024	0.025	0.025	0.03	0.039	0.094	0.053	0.413	0.04	0.373	0.93	0.187	0.029	0.072	0.056	0.063	0.652	0.596	0.042	0.136	0.589	0.279	1.612	1.475	1.215	0.496	0.045	0.13	0.54	0.146	0.039	0.292	0.226	0.582	0.005	0.114	0.304	0.019	0.037	0.064	0.099	0.167	0.097	0.061	0.116	0.045	0.097	0.029	0.03	0.241	0.06	0.106	0.075	0.031	0.016	0.095	0.098	0.013	0.017	0.183	0.112	0.094	0.579	0.587	0.858	0.302	0.34	0.016	0.895	0.014	0.125	0.123	0.07	0.025	0.308	0.075	0.137	0.464	0.442	0.194	1.804
ASV_128	-1.053	7.036	0.352188146715623	0.483900786950735	NotSig	0.006	0.016	0	0	0	0	0	0	0	0	0.304	0.008	0.002	0.002	0	0.005	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.381	0.231	0.004	0.015	0.002	0.02	0.002	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0.001	0	0	0	0	0.002	0
ASV_210	-0.496	11.076	0.367466000398756	0.50082059731766	NotSig	0.106	0.128	0.006	0.003	0.028	0.006	0	0.002	0.003	0.006	0.007	0.046	0.009	0.021	0.018	0.084	0.058	0.103	0.18	0.057	0.285	0.128	0.453	0.036	0.122	0.486	0.033	0.007	0.07	0.12	0.01	0	0.043	0.376	0.08	0.111	0.01	0.005	0.01	0.004	0.314	0.02	0	0	0	0.003	0.025	0	0.026	1.818	0.066	0.001	0.002	0.008	0.004	0.007	0	0.002	0.002	0.006	0	0.002	0.221	0.003	0.061	0.023	0.004	0.014	0.082	0.098	0.04	0.01	0.077	0.044	0.059	0.251	0.025	0.051	0.081	0.26	0.005	0.004	0.008	0.106	0.155	0.084	1.216	0.065	0.021	1.907	0.098	0.07	0.197	0.009
ASV_1	-0.359	16.476	0.391651976772075	0.529513472595846	NotSig	6.543	8.24	14.743	10.12	8.835	16.468	34.954	12.539	14.043	3.031	12.206	2.164	8.18	7.516	10.709	19.742	28.314	33.595	0.077	1.696	0.416	2.603	0.19	0.136	2.862	0.174	3.023	0.599	1.25	0.628	0.365	20.447	0.498	1.187	2.747	1.812	0.371	0.744	0.69	0.03	1.661	0.45	1.804	0.171	2.789	31.84	0.003	2.512	4.88	0.246	0.46	0.633	20.94	14.534	17.989	15.468	40.208	42.028	16.461	12.272	5.755	3.044	5.257	5.004	21.615	3.428	17.792	4.993	6.509	7.374	11.856	19.01	0.112	1.453	20.029	0.29	2.889	0.235	0.649	0.437	5.904	0.557	4.516	0.261	1.085	0.339	2.901	6.844	1.658	0.158	0.201	1.55	2.032	0.446
ASV_74	-0.439	11.421	0.395272852666338	0.530167556354056	NotSig	0.192	0.254	1.632	0.265	0.09	1.597	0.047	0.872	1.61	0.051	0.242	0.226	0.016	0.349	0.097	0.196	0.845	0.253	0.012	0.009	0.017	0.027	0.003	0.02	0.002	0.001	0.005	0.007	0.082	0.009	0.005	0.439	0.083	0.043	0.143	0.005	0.094	0.043	0.048	0	0.036	0.025	0	0	0.002	0.041	0	0.003	0	0	0	0	1.34	0.05	0.097	0.057	0.504	0.019	0.332	1.551	0.061	0.079	0.085	0.577	0.325	0.817	0.232	0.15	0.456	0.379	0.231	0.029	0.001	0.152	0.037	0	0.015	0.021	0.014	0.092	0.061	0.003	0.008	0.011	0.114	2.399	0.036	0.031	0.08	0.015	0.02	0.006	0.151	0.012
ASV_91	-0.465	11.134	0.435703995710315	0.579795080905853	NotSig	0.114	0.147	0.014	0.226	0.028	0.032	0.008	0.053	0.003	0.236	0.016	0.048	0.025	0.071	0.03	0.059	0	0.049	1.069	0.028	1.096	0.068	0.012	0.119	0.046	0.026	0.014	0.039	0.003	0.003	0	0.006	0.025	0.002	0.006	0.006	0.001	0.023	0.27	0	0.064	0.454	0.021	0.03	0.03	0.001	0.232	0	0	0.232	0.874	0.004	0.006	0	0	0.003	0	0.005	0.14	0	0.103	0.531	0.01	0.046	0.093	0.054	0.033	0.095	1.127	0.055	0	0.004	0.553	0.015	0.029	2.641	0.002	0.054	0.216	0.058	0.002	0.243	0	0.015	0	0.001	0	0.001	0.002	0.015	0.005	0.013	0.001	0.007
ASV_4	-0.348	14.425	0.439955918420978	0.580879298540197	NotSig	1.74	2.363	5.957	2.167	1.751	0.812	16.165	4.746	2.28	1.827	1.777	3.61	1.052	6.131	1.944	5.117	5.014	8.328	0.056	0.529	1.077	0.674	2.218	0.165	0.592	0.203	0.306	0.042	2.624	0.056	0.036	2.952	3.192	0.7	1.253	0.151	0.443	0.042	0.295	0	0.004	0	0.011	0.007	0.003	0.021	0	0.021	0.041	0.506	0.098	0.001	2.036	0.527	0.615	0.209	2.593	1.391	8.563	2.191	1.098	1.357	3.962	4.773	5.014	10.057	3.893	1.747	9.03	7.481	1.529	0.506	0.147	0.511	2.354	0.079	0.132	0.511	6.101	2.393	0.64	0.161	0.062	0.293	0.096	6.335	0.274	8.547	0.901	0.418	0.171	0.1	0.43	0.009
ASV_199	0.641	12.542	0.447779121950624	0.586625361315158	NotSig	0.407	0.143	0	0.004	0	0	0	0.009	0.026	0.006	0.023	0.002	0.025	0	0	0.018	0	0	0.002	0.044	0	0	0.009	0.005	0.182	0.057	0.042	0.002	0.018	0.026	0.039	0	0.055	0.01	0.436	0.63	0.028	0.07	0.045	0.003	2.608	0.003	0.027	14.635	0.005	0.569	0	0	0.692	0.001	0	0.001	0	0	0	0	0.002	0	0.009	0	0.002	0.036	0.008	0.016	0	0.003	0	0	0	0.007	0.002	0.002	0.001	0.183	0.033	0.001	0.015	0.002	0.002	0	0	0	0.062	0.036	4.795	0.007	0.01	0.22	0.024	0	0.018	0.048	0.031	0.432
ASV_111	-0.332	9.939	0.465128079282246	0.604666503066919	NotSig	0.065	0.081	0.141	0.17	0.073	0.117	0.182	0.119	0.074	0.024	0.007	0.418	0.009	0.04	0.021	0.107	0.049	0.023	0.007	0.061	0.006	0.012	0.451	0.16	0.03	0.003	0.057	0.002	0.025	0.028	0.055	0.003	0.043	0.087	0.175	0.011	0.022	0.01	0.384	0	0.027	0.023	0.004	0	0	0.005	0	0	0	0.002	0	0.001	0.014	0.803	0.11	0.137	0.285	0.022	0.129	0.034	0.029	0.008	0.023	0.019	0.141	0.198	0.022	0.018	0.202	0.281	0.004	0	0.003	0.014	0.013	0.006	0.042	0.057	0.02	0.016	0	0.001	0.02	0.079	0.061	0.225	0.002	0.071	0.019	0.067	0.156	0.01	0.007	0.015
ASV_167	0.553	10.96	0.475679276730128	0.613662578377036	NotSig	0.186	0.159	0.505	0.13	0.131	4.453	0	0.081	0.209	0.399	1.595	0.123	0.007	0.446	0.071	0.16	0.193	0.637	0	0	0.003	0.006	0.001	0	0.001	0.003	0	0.002	0.003	0	0.003	0.059	0	0	0.087	0.001	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.247	0.083	0.141	0.071	0.658	0	0.07	1.862	0.034	0.028	0.13	1.974	0.154	0.134	0.085	0.05	0.444	0.355	0.068	0.041	0	0.002	0.015	0	0.002	0.003	0.006	0.006	0.007	0.001	0	0.002	0.012	0	0	0	0.001	0.001	0	0	0	0
ASV_152	-0.272	10.699	0.482085033779315	0.617214929611396	NotSig	0.123	0.148	0.327	0.166	0.125	0.058	0.382	0.131	0.175	0.031	0.186	0.028	0.218	0.256	0.304	0.295	0.163	0.22	0.005	0.209	0.003	0.051	0.003	0.003	0.11	0.029	0.064	0.056	0.127	0.005	0.009	0.266	0.173	0.027	0.199	0.029	0.008	0.059	0.014	0.001	0.945	0.101	0.08	0.094	0.041	0.098	0	0.003	0.132	0.004	0.07	0.05	0.161	0.017	0.099	0.026	0.124	0.206	0.093	0.283	0.019	0.138	0.193	0.09	0.141	0.036	0.132	0.061	0.09	0.074	0.066	0.087	0.003	0.171	2.563	0.03	0.098	0.003	0.013	0.002	0.219	0.075	0.111	0.015	0.301	0.016	0.015	0.253	0.099	0.007	0.004	0.027	0.018	0.058
ASV_8	0.354	14.526	0.491668881657195	0.62475218797042	NotSig	1.45	1.625	0.052	0.242	0.289	0.182	0.104	1.301	0.654	0.165	0.334	1.297	0.233	0.615	0.341	0.338	0.141	0.216	0.211	0.09	2.449	0.219	0.256	0.517	1.367	0.207	0.4	0.272	1.399	18.614	1.199	0.068	0.652	1.626	1.939	0.402	16.416	15.182	0.778	0.713	0.004	0.005	0.004	0.001	0	0	0.027	0	0.859	0.107	0.015	0	0.065	2.025	1.613	1.114	0.218	0.054	0.497	0.676	0.312	0.136	0.792	1.331	0.488	0.503	0.473	0.835	0.611	0.798	0.229	0.206	1.138	0.088	0.312	0.035	0.73	0.82	1.435	8.962	0.184	8.221	0.083	3.104	0.124	0.382	0.062	0.197	0.544	0.294	13.889	5.908	5.974	2.803
ASV_125	-0.57	10.125	0.498614046638973	0.628849058820794	NotSig	0.053	0.07	0	0.001	0.001	0	0	0.009	0	0.02	0.002	0.002	0.02	0	0	0.002	0.002	0	0	0.015	0.012	0.038	0.015	0.046	0.044	0	0.092	0	0.005	0	0.132	0.013	0	0.002	0.038	0	0.008	0.008	0.009	0	0	0.25	0.005	0	0	0.619	0.134	0.344	0	0.773	0	0	0.009	0	0	0	0	0	0.002	0.003	0	0	0.025	0	0	0	0	0	0.002	0.002	0	0	0.001	0.019	0.022	0	0.094	0	0	0	0	0	0.03	2.152	0.003	0.026	0.464	0.031	0.011	0	0	0.001	0.021	0.003
ASV_22	-0.297	12.947	0.525790423183121	0.658211714947759	NotSig	0.553	0.597	2.531	0.316	0.052	0.074	0.527	0.181	0.461	0.151	0.318	0.897	0.099	0.593	0.166	0.279	0.415	0.322	0.365	0.242	0.087	0.306	2.242	0.214	0.063	0.013	0.044	0	1.038	1.064	0.575	0.034	0.288	1.079	8.877	0.059	0.571	0.048	0.185	0.068	0.941	0	0.044	0.001	0	0.018	0	0	0.03	1.697	0.072	0.012	0.257	0.3	0.809	0.044	0.151	0.316	0.237	0.419	0.036	0.043	0.19	0.517	0.932	0.492	0.284	0.104	0.551	0.634	0.07	0.052	0.076	0.168	0.287	0.111	0.518	0.06	0.316	0.116	0.096	0.01	1.038	0.896	0.536	6.95	0.035	0.351	0.086	0.243	6.49	0.066	0.106	0.073
ASV_31	0.288	12.835	0.542200975929519	0.673764448030064	NotSig	0.41	0.435	0.029	0.033	0.048	0.279	0.031	0.164	0.037	0.061	0.09	0.105	0.016	0.019	0.044	0.05	0.071	0.136	0.285	0.094	0.066	0.053	2.868	0.117	0.129	0.798	0.067	0.042	0.22	4.806	0.135	0.008	1.804	0.997	0.306	0.464	0.328	0.334	0.861	0.794	0.226	0.243	0.27	0.005	0.002	0.011	1.146	0.675	0.232	0.917	0	0	0.051	0.082	0.347	0.273	0.056	0.039	0.095	0.089	0.138	0.02	0.205	0.052	0.063	0.072	0.036	0.023	0.062	0.102	0.083	0.091	0.714	0.213	0.079	0.075	0.094	5.504	0.527	1.623	0.073	0.14	0.185	0.869	0.048	0.067	0.087	0.097	1.506	1.194	1.2	1.215	0.535	0.237
