#OTUID	IE03P013	IE03P020	IE03P027	IE03P052	IE03P053	IE03P062	IE03P069	IE03P070	IE07P013	IE07P020	IE07P027	IE07P052	IE07P053	IE07P062	IE07P069	IE07P070	IG00P013	IG00P020	IG00P052	IG00P053	IG00P062	IG00P069	IG00P070	IS00P013	IS00P020	IS00P027	IS00P033	IS00P038	IS00P039	IS00P043	IS00P052	IS00P053	IS00P062	IS00P069	IS00P070	IS00P081	IS00P083	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083	IS07P013	IS07P020	IS07P027	IS07P033	IS07P038	IS07P039	IS07P043	IS07P052	IS07P053	IS07P062	IS07P069	IS07P070
ASV_462	3	1	3	1	1	0	3	0	0	12	16	1	11	1	5	2	0	6	0	0	0	0	1	1	8	0	3	0	0	1	1	4	0	0	0	0	0	5	9	4	0	1	2	0	1	1	1	0	1	2	0	1	7	20	4	0	1	0	0	0	1	0	40
ASV_320	4	2	1	0	0	0	0	4	1	1	3	0	0	0	2	0	88	3	1	0	0	1	7	8	0	7	1	0	0	0	0	0	0	4	0	0	0	2	2	2	1	0	0	0	8	0	0	0	0	0	0	0	0	6	2	1	0	0	0	1	0	0	0
ASV_335	3	14	2	0	0	0	0	0	5	20	0	0	0	0	0	0	7	40	0	0	0	0	0	11	0	0	4	1	1	1	3	11	0	1	1	0	0	6	0	5	0	3	1	2	4	0	1	1	1	1	0	1	0	0	1	0	0	3	13	3	0	0	0
ASV_392	0	0	4	0	0	0	0	3	0	0	1	0	0	0	0	0	1	4	1	0	0	1	2	2	0	0	3	0	0	0	0	0	0	2	0	0	1	2	1	1	1	1	0	0	8	0	1	0	0	0	9	0	3	0	1	1	0	0	1	1	0	2	0
ASV_258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	4	3	1	28	1	0	1	0	0	1	0	0	0	0	8	23	0	0	0	0	0	0	0	0	0	0	0	2	1	16	29	0	0	0	0	0	0
ASV_310	22	4	6	1	3	0	2	6	7	3	7	0	0	0	1	0	129	0	8	1	0	0	5	1	0	1	2	4	1	0	1	0	4	2	1	0	0	4	0	3	1	0	0	1	41	0	5	0	2	1	4	2	0	1	0	3	0	0	1	0	1	0	1
ASV_283	4	1	0	0	0	0	2	3	2	0	0	4	1	0	0	0	1	0	0	0	15	1	8	3	5	0	2	15	6	0	0	69	0	14	6	0	0	109	1	5	138	1	9	0	0	0	0	0	0	0	1	0	16	2	4	8	0	2	9	0	0	0	0
ASV_1153	3	3	0	5	18	6	2	4	137	4	0	3	3	2	0	16	2	1	4	7	3	3	2	1	14	24	10	8	12	22	5	0	0	2	0	8	1	11	10	6	6	13	24	0	0	0	3	3	1	1	11	8	5	20	7	2	2	18	0	0	5	2	0
ASV_528	0	1	1	1	13	0	1	2	0	5	0	0	0	0	1	0	8	0	0	0	0	1	9	3	0	0	1	5	1	0	0	0	0	1	0	0	0	1	0	1	7	0	0	0	4	0	3	0	2	0	14	1	0	0	0	9	1	0	0	0	0	4	23
ASV_446	1	1	0	4	10	2	3	3	4	0	0	12	8	0	1	0	0	0	3	19	0	1	6	5	0	43	1	7	10	1	0	4	0	0	0	0	2	0	6	1	3	12	0	0	0	0	0	1	0	0	0	2	0	12	3	1	21	3	0	0	0	1	0
ASV_327	1	1	3	1	7	0	3	4	2	2	1	0	1	0	1	0	7	46	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	11
ASV_343	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	1	1	0	0	0	0	1	1	0	1	3	0	0	3	2	0	0	0	0	1	2	0	1	27	0	1	1	28	3	7	1	2	0	14	0	1	0	2	22	0	1	2	0	0	11	2
ASV_346	0	0	3	2	0	0	0	3	3	0	1	1	3	0	3	0	0	1	0	0	0	0	2	2	1	0	4	22	24	6	0	0	0	0	0	5	0	3	0	2	14	2	1	0	0	1	0	0	1	1	0	31	10	0	4	21	4	0	0	0	0	1	0
ASV_377	2	1	2	0	4	0	0	1	0	0	0	0	1	0	1	0	4	0	0	0	0	0	3	0	0	4	2	0	1	1	0	0	0	0	2	1	0	0	2	0	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	63
ASV_521	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	26	1	1	0	0	0	9	1	2	0	0	0	0	0	1	0	0	2	0
ASV_715	0	3	0	0	0	0	2	2	0	13	0	3	0	0	1	2	0	0	1	0	0	0	6	0	1	1	0	3	1	0	0	1	0	0	0	0	0	3	0	13	0	1	0	0	0	0	0	0	0	0	0	1	5	0	5	1	2	0	0	0	1	0	0
ASV_275	24	0	0	1	0	2	0	0	78	0	1	0	1	0	1	1	42	1	0	0	1	1	0	5	0	0	8	0	1	0	0	0	1	2	1	0	0	1	0	23	16	0	0	0	0	0	1	0	0	1	1	28	6	0	12	7	1	0	0	0	0	7	0
ASV_243	0	3	2	14	0	3	6	14	0	4	1	11	0	0	5	2	0	7	1	5	0	6	3	3	14	0	1	3	0	0	0	1	0	0	0	1	0	6	0	3	2	2	0	0	0	0	0	0	0	0	2	1	0	2	2	1	6	1	0	0	0	0	0
ASV_481	1	0	11	0	0	0	0	0	3	1	3	0	1	0	0	0	1	9	1	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	121	6	2	8	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	2
ASV_396	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	104	0	0	0	0	0	0	4	0	0	18	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
ASV_248	0	0	24	0	0	1	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_630	0	0	1	0	1	0	2	1	1	2	0	0	0	0	1	1	0	0	1	0	0	1	8	4	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	1	17	0	0	0	0	0	7	0	0	0	1	1	0	0	0	0	0	3	0
ASV_236	1	3	0	1	1	113	1	4	1	2	0	2	1	20	26	0	0	2	3	1	2	2	17	0	3	0	2	1	0	0	2	0	0	0	0	0	0	2	0	4	1	1	1	0	0	0	0	0	0	0	0	1	2	0	1	3	4	4	1	0	0	1	0
ASV_474	0	3	3	0	0	3	34	9	5	5	1	0	0	4	1	0	1	221	0	0	0	3	3	0	1	0	2	0	0	0	0	0	1	0	0	0	50	3	0	0	0	0	1	1	0	2	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	4
ASV_520	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	9	33	0	0	0	0	0	4	1	0	0	0	1	4	146	0	1	0	0	0	0	0	1	0	2	0	0	0	29	123	0	0	0
ASV_340	1	1	3	0	4	0	0	4	4	42	0	0	1	0	3	0	1	5	0	0	1	2	2	2	1	0	6	1	0	0	0	2	0	1	0	11	1	7	0	4	0	0	0	0	0	0	5	0	0	0	0	6	41	1	0	0	0	1	1	0	0	4	95
ASV_305	0	5	1	1	0	0	0	0	0	1	3	0	2	0	0	0	1	117	16	0	0	1	0	2	5	0	24	0	0	0	0	1	0	22	0	0	0	1	1	6	0	0	0	0	1	0	18	1	2	4	0	0	3	3	4	0	0	1	0	4	0	4	3
ASV_423	1	0	1	1	0	0	0	9	0	3	0	0	1	0	6	0	0	0	3	4	0	0	11	0	0	0	14	1	0	0	0	1	1	3	3	0	0	0	0	10	0	0	0	0	4	0	1	0	2	0	0	0	0	0	6	0	0	0	0	2	0	5	1
ASV_298	0	0	0	0	2	0	0	0	0	0	0	2	3	1	0	0	2	0	722	3	177	0	0	0	0	0	0	1	0	1	0	0	0	0	0	27	0	0	0	6	0	0	3	0	0	0	5	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	0
ASV_267	1	3	0	0	0	14	1	5	0	2	0	0	1	4	16	84	0	3	1	1	0	3	12	1	0	0	85	7	17	4	1	0	0	1	0	0	0	0	0	55	8	2	15	0	0	0	0	0	0	0	1	0	1	0	44	7	2	9	4	1	0	3	0
ASV_347	0	1	0	0	2	0	1	1	0	2	1	0	0	0	1	0	1	1	5	0	0	4	2	2	0	0	3	3	1	0	1	1	0	12	0	0	2	1	1	3	2	0	3	1	8	3	3	1	0	0	3	0	0	0	6	1	1	4	2	2	1	3	20
ASV_289	0	2	0	0	1	0	6	19	0	1	0	0	0	0	0	3	0	1	3	0	0	2	74	1	0	0	1	7	0	0	0	0	0	6	0	0	0	1	0	4	3	0	2	0	1	0	0	0	0	0	4	1	1	0	9	1	0	0	0	0	0	1	0
ASV_308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_326	0	1	21	0	4	0	0	0	0	10	49	2	0	0	0	0	0	5	0	0	10	0	0	1	2	14	3	0	0	0	0	0	0	0	0	18	0	5	47	2	6	1	0	0	2	0	0	0	1	1	0	1	9	91	1	0	0	0	1	0	0	1	4
ASV_348	0	0	2	0	1	0	0	0	0	13	0	0	0	0	0	1	0	55	0	0	0	0	0	0	2	0	1	1	0	0	2	2	0	3	1	0	0	8	0	0	0	0	1	0	0	0	13	0	0	0	0	0	15	0	0	0	1	0	0	0	0	4	198
ASV_662	0	1	2	0	1	1	9	7	0	1	1	1	0	1	14	0	0	4	2	0	0	3	5	1	12	13	2	0	0	0	0	0	1	0	1	5	1	1	7	0	2	2	0	14	1	0	1	0	1	0	1	1	1	25	4	0	0	0	1	0	5	0	3
ASV_783	0	0	0	0	2	1	28	4	0	0	1	0	1	1	4	0	0	1	0	0	0	8	4	0	3	2	0	0	0	0	0	0	1	1	0	0	5	0	1	0	4	0	0	3	0	0	33	1	1	1	0	0	0	2	0	0	1	0	1	0	1	14	13
ASV_449	0	0	5	2	1	1	17	2	0	5	0	1	0	0	4	0	0	20	0	1	6	2	8	0	1	1	0	3	0	2	0	0	1	1	1	1	0	3	0	0	1	0	3	0	0	0	7	1	0	0	0	0	3	1	1	1	0	0	0	0	0	3	8
ASV_375	0	2	1	0	2	0	2	1	0	1	1	1	0	3	0	0	1	2	4	9	1	0	8	1	0	2	10	25	5	28	1	0	0	1	6	4	0	0	3	2	8	2	7	6	1	3	7	26	0	0	0	1	0	2	2	4	9	36	1	1	0	3	0
ASV_402	1	2	0	0	0	0	0	0	2	29	1	0	0	0	0	0	1	3	1	1	0	0	0	0	18	0	2	4	6	0	2	7	8	0	0	0	0	4	0	11	6	0	1	91	0	20	2	0	0	0	0	3	9	1	0	12	0	0	1	0	18	4	1
ASV_891	1	0	1	56	7	3	1	4	0	3	0	44	16	1	2	0	0	0	0	59	0	0	3	0	4	5	20	6	15	12	0	5	0	0	1	0	0	1	7	13	1	32	2	0	0	0	0	0	0	0	2	2	0	5	34	6	48	5	3	0	0	0	0
ASV_352	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	1	0	1	11	0	1	6	0	0	0	1	8	5	2	3	1	0	0	0	0	2	0	0	0	0	0	3	0	1	7	3	1	0	18	1
ASV_277	1	1	0	4	0	7	8	8	1	1	0	4	14	3	6	0	0	3	0	7	5	3	4	3	5	4	3	5	21	5	0	8	0	2	0	1	1	1	7	4	6	7	7	0	0	1	0	1	1	0	10	4	0	4	7	0	22	3	1	1	0	0	1
ASV_300	0	0	0	0	9	0	8	2	0	0	0	0	5	8	19	38	0	0	0	0	0	4	9	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	3	4	0	2	0	1	0	3	3	0	0	1	0	0	0	4	4	0	0	0	0	0	2	7
ASV_436	2	0	0	2	10	1	0	0	1	0	0	2	8	2	0	0	0	0	0	22	1	0	2	0	0	6	2	9	37	6	0	1	0	0	0	6	0	2	10	4	2	63	3	0	0	0	0	1	1	1	0	1	0	6	8	0	70	6	1	0	0	1	0
ASV_302	0	5	0	0	2	0	0	0	1	4	0	1	7	0	0	6	4	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	1	0	0	9	0	0	0	0	0	0	0
ASV_498	0	0	0	2	0	1	7	40	0	3	0	4	1	0	4	3	0	1	0	1	0	3	28	0	0	0	15	6	0	0	0	0	0	1	1	0	1	0	0	3	5	1	1	0	0	0	1	2	0	0	0	1	7	1	2	1	1	3	0	0	2	1	0
ASV_460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	1	1	6	0	0	3	0	21	2	0	0	1	1	7	0	0	2	7	2	0	1	1	0	0	0	0
ASV_239	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	29
ASV_316	1	4	0	0	1	1	0	0	1	1	0	4	1	2	4	35	1	3	226	1	0	0	0	1	0	0	6	8	3	15	0	0	0	1	0	0	0	0	0	1	4	2	17	0	0	0	127	0	0	0	0	19	19	0	1	6	4	10	2	0	0	3	3
ASV_578	1	5	1	0	1	0	1	3	0	3	0	0	1	0	0	0	0	87	5	0	0	1	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
ASV_339	0	0	8	0	0	1	0	0	0	1	1	3	0	0	0	0	0	1	1	0	1	1	1	0	0	0	8	1	0	0	1	0	0	0	4	0	0	1	0	4	0	1	0	15	0	4	7	2	0	1	2	0	1	0	3	0	0	0	3	0	3	1	0
ASV_290	3	34	0	0	0	0	0	0	0	20	0	0	0	0	0	0	3	12	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0
ASV_466	0	4	0	1	0	0	0	2	0	0	0	1	0	0	5	0	0	2	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	4
ASV_279	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_373	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
ASV_268	2	1	0	1	3	4	5	4	9	0	0	4	4	4	3	1	0	18	2	1	1	4	1	1	2	0	1	2	19	1	2	2	0	0	4	6	0	2	0	3	1	0	2	1	0	0	0	2	3	1	2	2	0	0	1	1	1	1	2	1	0	0	0
ASV_272	0	0	0	0	0	159	7	170	0	0	0	0	0	66	24	0	0	0	0	1	1	90	25	0	1	0	37	2	1	0	0	0	0	0	0	0	2	0	0	11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	42	2	2	0	0	0	0	0	0
ASV_328	34	0	23	0	0	0	0	0	17	0	14	0	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	2	3	0	0	0	0	7	3	0	0	0	0	0	0	0	3	12	3
ASV_496	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ASV_359	1	21	0	0	0	0	0	0	1	8	3	0	0	0	0	1	18	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	63	2	0	0	0	0	1	0	0	0	0	10	0	1	0	1	0	0	0	1	0	3	0	2	0	0	0	0	0	0
ASV_254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_389	24	0	2	0	5	0	0	0	17	0	8	0	0	0	0	0	8	11	2	0	0	0	0	2	1	0	4	0	0	1	0	1	0	4	2	0	0	0	0	14	1	0	8	0	5	0	1	0	13	8	0	1	0	0	0	0	0	8	0	8	1	5	3
ASV_644	1	1	1	0	2	0	0	1	1	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ASV_323	1	1	0	25	2	0	0	8	2	6	3	10	2	0	23	1	1	1	3	36	1	3	19	1	2	2	17	4	17	7	0	1	0	0	0	3	0	8	10	46	2	9	2	0	0	0	0	0	0	0	6	10	5	5	27	8	16	7	1	0	0	2	1
ASV_315	0	28	0	0	0	0	0	5	0	33	0	0	0	0	28	0	0	15	0	0	0	0	11	3	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	5	0	0	0	0	1	0	0	0	0	0
ASV_253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	17	54	0	0	0	0	0	0	0
ASV_287	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	18	402
ASV_422	0	2	0	0	0	0	4	9	0	1	0	1	0	0	1	1	2	69	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
ASV_410	3	0	1	0	0	0	6	210	3	0	0	1	0	0	95	1	0	3	4	0	1	1	40	3	0	0	4	20	11	2	0	0	0	4	0	0	0	0	0	6	4	9	1	0	3	0	1	0	0	0	16	4	1	0	30	2	13	0	0	3	0	6	0
ASV_337	1	0	0	6	1	0	4	2	1	0	0	7	6	0	1	0	0	0	1	2	1	1	3	1	0	8	1	0	4	1	0	1	0	0	0	0	11	1	7	0	0	41	1	0	0	0	0	0	0	0	0	0	0	6	0	1	43	0	0	0	0	0	0
ASV_1044	6	1	1	0	8	0	0	1	1	0	4	2	2	0	0	1	74	35	3	0	1	0	0	0	0	2	1	0	0	0	2	2	0	2	0	5	1	0	2	0	1	4	1	50	3	0	2	1	1	1	1	0	1	4	0	0	0	0	1	2	1	6	5
ASV_329	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0	0	2	0	7	3	0	0	0	0	7	0	0	0	0	0	3	1	0
ASV_533	1	4	0	0	4	0	0	1	0	4	2	0	0	0	0	0	0	4	1	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	5	1	0	0	0	0	3	0	0	0	0	0	0	0	0	5	6
ASV_390	1	1	14	0	0	0	1	45	0	2	9	0	0	0	2	0	0	0	0	0	0	4	27	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
ASV_438	0	3	0	14	3	1	1	0	4	1	0	8	2	3	1	8	0	1	0	9	8	6	0	2	9	2	2	1	0	5	0	2	0	0	0	1	1	1	9	5	3	16	1	0	0	0	2	0	0	0	13	0	1	4	3	0	5	2	1	1	0	0	0
ASV_1237	1	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	3	0	0	0	2	1	6	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_400	0	0	0	3	0	0	0	0	0	0	0	2	3	0	0	2	0	0	2	2	0	0	0	1	0	0	1	1	0	0	3	15	0	0	0	0	0	2	1	1	0	0	0	2	8	0	0	0	0	0	1	0	0	0	0	0	0	2	21	6	0	0	0
ASV_601	0	1	1	0	0	0	0	0	0	1	10	0	0	1	0	0	0	25	0	0	0	0	0	2	8	2	0	0	0	0	0	17	2	0	2	0	0	7	3	0	0	0	0	1	0	0	0	0	2	3	3	0	2	8	0	0	1	0	1	0	0	0	0
ASV_428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_470	1	0	1	1	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	146	0	0	2	0	0	0	0	0	0	0	0	1	19	1	0	0	2	0	0	1	0	0	0	2	0	0	16	16
ASV_266	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	62	0	1	2	0	0	3	1	0	0	0	0	0	0	2	0	0	269	1
ASV_371	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	2	0	1	0	0	0	11	0	0	1	1	2	0	0	0	0	0	4	0
ASV_506	0	1	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	0	5	0	0	1	23	1	0	0	1	4	0	0	1	0	0	5	0	0	0	0	0	3	0	0	0	0	28	0	1	0	0	0	1	0	0	1	5	0	0	0	0	0	0	1	1
ASV_414	0	0	1	1	1	0	0	1	1	0	0	2	0	0	10	5	0	0	0	0	0	0	1	0	4	0	3	0	1	0	1	10	2	0	0	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	1	0	0	2	0	1	0	21	3	1	1	0
ASV_365	8	4	0	0	0	0	1	3	7	14	0	1	0	0	0	0	8	1	3	1	0	0	3	0	4	0	0	4	0	0	1	2	5	35	3	0	0	3	0	0	0	0	0	0	2	1	5	1	3	2	0	0	2	0	2	2	1	1	0	5	6	4	0
ASV_376	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1	0	0	5	0	0	1	2	1	0	0	0	7	1	0	0	0	0	0	0	2	2	0	0	0	0	0	14	1
ASV_524	0	0	1	13	2	1	4	0	1	0	1	7	6	0	0	2	0	0	2	8	0	10	2	0	1	8	17	3	25	12	0	2	1	0	0	3	1	0	73	12	3	26	3	2	0	0	2	0	0	0	9	0	0	13	11	2	40	8	1	0	0	1	1
ASV_432	14	1	13	0	0	0	0	0	5	2	13	1	0	0	0	0	2	12	2	1	0	0	1	0	3	1	0	0	0	0	1	6	1	0	3	1	0	1	0	0	0	0	0	16	0	0	4	2	2	0	1	0	0	2	0	0	0	0	3	0	1	2	2
ASV_288	11	0	9	1	0	0	3	0	8	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	7	1	0	0	2	0	102	0	0	0	0	0	1	225	0	5	2	0	1	0	0	0	0	0	0	1	0	1	88	0	1	0	0	33	0	0	0	0
ASV_801	2	2	3	0	0	0	1	0	0	1	3	1	0	0	0	0	2	2	0	2	0	0	2	2	0	0	1	0	0	0	3	3	3	2	0	0	1	1	1	1	1	0	1	0	5	0	2	0	0	0	0	0	0	1	0	1	0	1	1	2	1	3	0
ASV_291	3	13	0	2	2	3	19	5	2	26	5	0	7	3	3	0	0	1	3	1	25	5	14	2	56	1	0	0	0	0	1	53	0	1	0	1	0	36	1	0	0	0	0	1	0	0	3	0	0	1	0	9	55	2	0	6	0	0	5	0	0	1	32
ASV_322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_296	0	24	0	6	0	0	0	0	0	17	0	29	0	0	0	0	0	11	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	11	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	235	2
ASV_412	2	4	12	0	0	0	0	0	3	0	2	0	0	0	0	0	10	26	1	0	0	0	0	1	0	1	0	1	0	0	0	0	3	0	0	0	2	3	0	0	0	0	0	5	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7
ASV_385	0	1	0	7	10	20	5	14	0	0	1	1	1	5	9	8	1	0	3	1	2	7	4	2	4	0	1	2	6	1	0	0	0	7	2	16	2	3	4	4	5	2	1	1	0	1	2	0	1	0	0	0	7	0	7	6	2	4	0	0	3	1	2
ASV_405	0	3	9	0	0	0	0	1	0	1	7	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	3	2	5	0	0	0	0	0	1	0	0	2	0	5	0	0	0	2	0	0	2	1	0	0	0	0	0	0	7	15	0	0	0	0
ASV_387	0	0	0	1	0	0	3	3	0	1	0	0	0	0	0	7	2	0	39	0	0	0	6	5	0	0	17	8	0	3	0	0	0	2	0	0	3	4	0	19	2	0	1	0	0	0	7	0	0	0	12	10	2	0	12	0	0	12	0	0	0	0	0
ASV_886	5	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	3	0	0	0	0	2	2	1	4	0	0	0	0	0	1	1	6	0	0	0	0	0	1	0	0	0	0	79	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0
ASV_1133	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	1
ASV_317	7	5	0	0	0	0	0	0	18	0	0	0	0	0	0	0	13	3	0	0	0	1	1	13	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	22	0	10	0	0	0	0	0	0	0	0	1	0	3	0	5	0	16	5
ASV_360	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	2	0	1	0	0	1	0	27	0	0	0	1	2	4	2	0	0	0	2	0	9	2	0	0	4	0	7	0	2	0	0	0	0	1	0	0	0
ASV_325	1	1	1	5	3	1	0	5	0	4	0	6	7	0	8	0	1	2	1	2	12	0	2	0	2	0	2	12	1	1	2	5	0	23	0	1	0	0	0	1	5	2	1	1	44	0	0	0	1	0	0	2	1	0	5	3	3	0	1	87	0	1	0
